title,originallink,link,description,pubDate
"영풍, 2천억 '찌꺼기 부채' 골치…고려아연, 신사업에 내실 약화",http://news.bizwatch.co.kr/article/industry/2024/09/24/0029,https://n.news.naver.com/mnews/article/648/0000029244?sid=101,"영풍·MBK 연합은 고려아연을 향해 현금은 줄고 부채는 느는 위기 징후가 있다고 공격하고, 고려아연은 영풍 측을 향해 <b>부실</b> 경영이 지속되면서 적자<b>기업</b>에서 벗어나지 못하고 있다고 되받아쳤다. 영풍... ","Wed, 25 Sep 2024 07:21:00 +0900"
"[단독] 전세사기 이어…HUG, <b>기업</b> 대신 갚아준 돈도 급증",https://www.sedaily.com/NewsView/2DEFGERJMR,https://n.news.naver.com/mnews/article/011/0004395643?sid=101,"특히 태영건설 사태 등 PF<b>부실</b> 문제가 불거진 2023년부터는 분양보증, PF보증에서도 대위변제가 발생하는 등 <b>기업</b>보증 전반에 걸쳐 <b>부실</b>이 발생할 우려가 커지고 있다. 건설산업지식정보시스템에 따르면 올해 들어... ","Wed, 25 Sep 2024 07:01:00 +0900"
울먹인 고려아연 산증인 &quot;K반도체 재료 중국에 안 넘긴다&quot;,https://isplus.com/article/view/isp202409240242,https://n.news.naver.com/mnews/article/241/0003381869?sid=101,"세계 1위 비철금속 <b>기업</b> 고려아연이 적대적 M&amp;A(인수·합병)에 맞서 한 발짝도 물러서지 않겠다는 의지를... 고 장병희·최기호 창업주는 1949년 영풍 모체인 영풍<b>기업</b>사를 공동 창업하고, 1974년에는 자매회사인... ","Wed, 25 Sep 2024 07:00:00 +0900"
"경영권 수집이 취미?… MBK파트너스, 인수 <b>기업</b>마다 파트너십 <b>부실</b>",https://www.ajunews.com/view/20240924160111764,https://www.ajunews.com/view/20240924160111764,"과거에도 <b>기업</b>과 사모펀드(PEF) 운용사 간 경영권을 둔 신경전은 자주 발생했다. 문제는 사모펀드가 인수한 회사에 대한 사후 관리가 취약했고 기간산업의 경우 공동화, <b>부실</b>화까지 나타나고 있다는 점이다. 24일... ","Wed, 25 Sep 2024 06:02:00 +0900"
"새마을금고, 유암코와 5000억 부동산 PF 정상화 펀드 조성",https://www.apnews.kr/news/articleView.html?idxno=3024904,https://www.apnews.kr/news/articleView.html?idxno=3024904,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자 1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거, 비주거 등 구분... ","Wed, 25 Sep 2024 02:24:00 +0900"
<b>기업</b>의 위기관리는 부채 관리를 시작으로,http://www.gnmaeil.com/news/articleView.html?idxno=548975,http://www.gnmaeil.com/news/articleView.html?idxno=548975,<b>기업</b>이 벌어들인 이익에서 차입에 대한 이자를 지급해야 하는데 지급이자비용이 과도하면 <b>기업</b>경영에 나쁜 영향을 미쳐 <b>기업</b>을 <b>부실</b>하게 만들 수 있다. 부채비율은 부채에서 자본을 나누고 100을 곱한 퍼센트로... ,"Tue, 24 Sep 2024 22:50:00 +0900"
[데스크칼럼] 한국 주식시장 외면받는 이유,https://www.idaegu.co.kr/news/articleView.html?idxno=475918,https://www.idaegu.co.kr/news/articleView.html?idxno=475918,"증권가에서는 성장성이 높다는 이유 하나만으로 돈도 제대로 벌지 못하는 <b>부실 기업</b>을 마구잡이로 상장시켰고, 상장한 이후에도 제대로 된 퇴출 작업이 이뤄지지 않아 나타나게 된 결과라고 지적했다. 한국주식시장이... ","Tue, 24 Sep 2024 21:34:00 +0900"
"새마을금고중앙회-유암코, 부동산 PF 정상화 펀드 조성 협약",https://www.gukjenews.com/news/articleView.html?idxno=3096658,https://www.gukjenews.com/news/articleView.html?idxno=3096658,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조 4000억 원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 20:24:00 +0900"
"새마을금고중앙회-유암코, 부동산 PF 정상화 펀드 조성 MOU체결",https://www.rcast.co.kr/news/articleView.html?idxno=25812,https://www.rcast.co.kr/news/articleView.html?idxno=25812,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자 1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때에도 PF 정상화 뱅크(약정액 1조 4000억 원)를 운용한 바 있다. 이번 PF 정상화 펀드는 주거, 비주거 등... ","Tue, 24 Sep 2024 18:50:00 +0900"
"새마을금고-유암코, 5000억원 규모 부동산PF 정상화펀드 조성",http://news.mt.co.kr/mtview.php?no=2024092418240898885,https://n.news.naver.com/mnews/article/008/0005093158?sid=101,펀드운용을 맡은 유암코는 국내 NPL(<b>부실</b>채권)과 <b>기업</b>구조조정 투자 1위 <b>기업</b>이다. 과거 금융위기 당시에도 1조4000억원 규모의 PF정상화뱅크를 운용했다. PF정상화 펀드는 주거·비주거 등 구분 없이 다양한 형태의 <b>부실</b>... ,"Tue, 24 Sep 2024 18:35:00 +0900"
"새마을금고-유암코, 부동산PF 정상화 펀드 5000억 조성",https://www.newsis.com/view/NISX20240924_0002897737,https://n.news.naver.com/mnews/article/003/0012801358?sid=101,중앙회에 따르면 펀드 운용을 맡고 있는 유암코는 국내 NPL(<b>부실</b>채권)과 <b>기업</b>구조조정 투자 1위 <b>기업</b>이다. 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거... ,"Tue, 24 Sep 2024 18:25:00 +0900"
"새마을금고중앙회, 5000억원 규모 부동산 PF 정상화 펀드 조성",http://www.newsprime.co.kr/news/article.html?no=655988,http://www.newsprime.co.kr/news/article.html?no=655988,펀드 운용을 맡고 있는 유암코는 국내 NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이다. 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF 정상화 펀드는 행정안전부의 강도... ,"Tue, 24 Sep 2024 18:14:00 +0900"
"새마을금고중앙회-유암코, 부동산 PF 정상화 펀드 5000억 조성",https://www.ekn.kr/web/view.php?key=20240924024025347,https://www.ekn.kr/web/view.php?key=20240924024025347,"펀드 운용을 맡고 있는 유암코는 국내 NPL(<b>부실</b>채권)과 <b>기업</b>구조조정 투자 1위 <b>기업</b>이다. 금융위기 당시 PF <b>부실</b>사태 때도 PF 정상화뱅크(약정액 1조4000억원)를 운용했다. 이번 PF 정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 18:12:00 +0900"
"새마을금고중앙회-유암코, 부동산 PF 정상화 펀드 조성 협약",https://www.ngetnews.com/news/articleView.html?idxno=512259,https://www.ngetnews.com/news/articleView.html?idxno=512259,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 18:06:00 +0900"
"&quot;축구계에서 '현대·몽' 집안 끊어내야&quot;…여야, 축협 십자포화(종합)",https://www.news1.kr/politics/general-politics/5549738,https://n.news.naver.com/mnews/article/421/0007805427?sid=100,대기업이 참사를 일으키는 <b>부실기업</b>이 됐다&quot;고 꼬집었다. 아울러 이 의원은 정몽준 전 회장부터 이어져 온 범현대가(家)의 축구협회 독점을 언급하며 &quot;한국 축구는 현대가 빠지면 아무 의사 결정을 할 수 없는 무기력한... ,"Tue, 24 Sep 2024 18:04:00 +0900"
"유암코-새마을중앙회, PF 정상화 5000억 투자",http://www.fnnews.com/news/202409241801278917,https://n.news.naver.com/mnews/article/014/0005244764?sid=101,시중은행이 주주로 참여해 설립한 유암코는 국내 NPL(<b>부실</b>채권) 및 <b>기업</b>구조조정 1위 투자사다. 2011년 PF<b>부실</b> 사태 때에도 이른바 PF정상화뱅크인 PF 정상화PEF(약정액 1조4000억원)를 조성해 29개의 <b>부실</b> PF사업장을... ,"Tue, 24 Sep 2024 18:02:00 +0900"
"새마을금고중앙회-유암코, 부동산 PF 정상화 펀드 조성 협약",https://www.asiatoday.co.kr/view.php?key=20240924010013452,https://www.asiatoday.co.kr/view.php?key=20240924010013452,"펀드 운용을 맡고 있는 유암코는 국내 NPL(<b>부실</b> 채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조 4000억원)를 운용한 바 있다.이번 PF정상화 펀드는 주거, 비주거 등... ","Tue, 24 Sep 2024 17:54:00 +0900"
"새마을금고중앙회-유암코, 5천억 규모 부동산 PF 정상화 펀드 조성",https://www.ddaily.co.kr/page/view/2024092417524044980,https://n.news.naver.com/mnews/article/138/0002182988?sid=101,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액1조4000억원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 17:53:00 +0900"
"새마을금고·유암코, 5000억 규모 부동산 PF 정상화 펀드 조성",http://www.smedaily.co.kr/news/articleView.html?idxno=304347,http://www.smedaily.co.kr/news/articleView.html?idxno=304347,"펀드 운용을 맡고 있는 유암코는 국내 NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이며 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF 정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 17:44:00 +0900"
"새마을금고중앙회, 유암코와 부동산 PF 정상화 펀드 조성 협약 체결",https://www.dailysmart.co.kr/news/articleView.html?idxno=92978,https://www.dailysmart.co.kr/news/articleView.html?idxno=92978,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권), <b>기업</b>구조조정 투자1위 <b>기업</b>이며 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 17:42:00 +0900"
"새마을금고중앙회-유암코, 부동산 PF 정상화펀드 조성 협약",https://www.pointe.co.kr/news/articleView.html?idxno=30393,https://www.pointe.co.kr/news/articleView.html?idxno=30393,"펀드 운용을 맡고 있는 유암코는 국내NPL(<b>부실</b>채권)및 <b>기업</b>구조조정 투자1위 <b>기업</b>이며, 금융위기 당시 PF<b>부실</b>사태 때에도 PF정상화뱅크(약정액 1조4000억원)를 운용한 바 있다. 이번 PF정상화 펀드는 주거, 비주거 등 구분... ","Tue, 24 Sep 2024 17:40:00 +0900"
신설 천안축구센터 조감도에 'HDC아레나'?…정몽규 &quot;사유화 아냐&quot;,https://www.news1.kr/life-culture/general-cultural/5549640,https://n.news.naver.com/mnews/article/421/0007805302?sid=103,대기업이 참사를 일으키는 <b>부실기업</b>이 됐다&quot;고 꼬집었다. 아울러 이 의원은 정몽준 전 회장부터 이어져 온 범현대가(家)의 축구협회 독점을 언급하며 &quot;한국 축구는 현대가 빠지면 아무 의사 결정을 할 수 없는 무기력한... ,"Tue, 24 Sep 2024 17:01:00 +0900"
"[fn마켓워치]유암코-새마을금고, PF 정상화에 5000억 투자",http://www.fnnews.com/news/202409240536447184,https://n.news.naver.com/mnews/article/014/0005244710?sid=101,시중은행이 주주로 참여해 설립한 유암코는 국내 NPL(<b>부실</b>채권) 및 <b>기업</b>구조조정 1위 투자사다. 2011년 PF<b>부실</b> 사태 때에도 이른바 PF정상화뱅크인 PF 정상화PEF(약정액 1조4000억원)를 조성해 29개의 <b>부실</b> PF사업장을... ,"Tue, 24 Sep 2024 16:45:00 +0900"
은행 위험가중자산 눈덩이…내년까지 대출 한파 불가피,http://www.inews24.com/view/1765382,https://n.news.naver.com/mnews/article/031/0000871531?sid=101,게다가 <b>기업</b> 대출은 <b>부실</b> 비율이 높아 위험도 크다. 6월 말 5대 은행의 평균 <b>기업</b> 대출 고정이하여신(NPL·<b>부실</b>채권) 비율은 0.36%로 가계대출 0.19%를 크게 웃돈다. NPL은 보통주 자본에서 차감되기에 보통주자본비율... ,"Tue, 24 Sep 2024 15:21:00 +0900"
[기자수첩] 유명무실한 대주주 적격성 심사?···실효성 높여야,https://www.sisajournal-e.com/news/articleView.html?idxno=405965,https://www.sisajournal-e.com/news/articleView.html?idxno=405965,"과거 대주주들의 불법대출과 <b>부실</b> 운영으로 파산에 이른 저축은행 <b>부실</b> 사태, 코스닥 <b>기업</b>의 전환사채(CB) 등을 편법 거래하며 부정한 수익률 관리를 시도한 라임자산운용 사태, 서류 조작과 자금 유용으로 투자자들은... ","Tue, 24 Sep 2024 11:30:00 +0900"
"[신간] 창업경제론, 창업의 이론과 실무",http://www.kbiznews.co.kr/news/articleView.html?idxno=102742,http://www.kbiznews.co.kr/news/articleView.html?idxno=102742,마지막으로 지속적인 성장을 위한 전략과 <b>기업</b><b>부실</b> 내용을 소개하고 각국의 창업지원 제도와 정책들을 정리했다. 창업 과정에 있어서 망설이고 있는 창업가들이라면 책 속의 풍부한 자료를 참고하며 실제 창업에 적용해... ,"Tue, 24 Sep 2024 11:26:00 +0900"
[한경에세이] 금융소비자 보호와 가상자산,https://www.hankyung.com/article/2024092323051,https://n.news.naver.com/mnews/article/015/0005036065?sid=110,대출을 받아 간 <b>부실</b> 채무<b>기업</b>의 임직원 횡령도 금융회사 문을 닫게 한 주요 원인 중 하나였다. 법을 개정해 예금보험공사는 불법행위를 저지른 이들에게 책임을 묻고 유책임자들의 재산을 조사해 공적자금을 회수하는 데... ,"Tue, 24 Sep 2024 00:05:00 +0900"
"'투자경고 종목 지정' 영풍정밀, 증거금률 100% 상향된 이유",https://www.tleaves.co.kr/news/articleView.html?idxno=6395,https://www.tleaves.co.kr/news/articleView.html?idxno=6395,위탁증거금은 투자자가 주식을 거래할 때 증권사에 미리 예치하는 금액인데 <b>부실</b>하다고 평가되는 <b>기업</b>일 수록 증거금률이 높게 설정된다. 영풍정밀의 주가는 이날 장중 2만2200원까지 올라 최고가를 경신했다. 반면... ,"Mon, 23 Sep 2024 18:24:00 +0900"
年10%…'중위험·중수익' 하이일드 펀드에 뭉칫돈,https://www.hankyung.com/article/2024092324141,https://n.news.naver.com/mnews/article/015/0005035978?sid=101,"낮은 금리로 외부에서 자금 조달이 용이해지면서 <b>기업</b>들의 <b>부실</b> 위험도 축소될 것이란 설명이다. 다만 전문가들은 하이일드채권에 투자할 때 상품을 기획, 운용하는 운용사의 역량을 잘 따져보라고 조언하고 있다.... ","Mon, 23 Sep 2024 18:07:00 +0900"
고려아연 vs 영풍·MBK 명분싸움 고조...26일 공개매수 분수령,https://zdnet.co.kr/view/?no=20240923141755,https://n.news.naver.com/mnews/article/092/0002346272?sid=105,영풍 측은 고려아연 이사회가 기능을 잃었으며 <b>부실</b>하게 <b>기업</b>을 운영했다고 주장하고 있다. MBK는 글로벌 독립 리서치 플랫폼 스마트카르마 ‘고려아연 경영에 대한 MBK파트너스의 4가지 주요 우려 사항들’이라는... ,"Mon, 23 Sep 2024 16:05:00 +0900"
"인텔, 사모펀드 먹잇감으로 전락…아폴로, 50억 달러 투자 제안",https://www.etoday.co.kr/news/view/2402914,https://www.etoday.co.kr/news/view/2402914,이투데이=김준형 기자 | 올 들어 시총 53% 감소 <b>부실기업</b> 투자 전문 아폴로 타깃 돼 경영난을 겪고 있는 미국 반도체 기업 인텔이 사모펀드의 먹잇감으로 전락했다. 블룸버그통신은 22일(현지시간) 소식통을 인용해 미국... ,"Mon, 23 Sep 2024 15:44:00 +0900"
中企·자영업자 1금융 연체 13년來 최다…2금융·카드론으로 내몰려,http://www.m-i.kr/news/articleView.html?idxno=1161814,http://www.m-i.kr/news/articleView.html?idxno=1161814,올해 상반기에만 국내은행들은 5조7000억원 규모의 중소<b>기업</b> <b>부실</b>채권을 상·매각 등을 통해 정리했다. 작년 상반기 3조7000억원 대비 2조원가량 정리 규모가 늘어났다. 1금융권 대출 원리금 상환을 감당하지 못하는... ,"Mon, 23 Sep 2024 15:36:00 +0900"
"&quot;美 자산운용사 아폴로, 경영난 인텔에 6.6조 투자 제안&quot;",https://www.getnews.co.kr/news/articleView.html?idxno=693742,https://www.getnews.co.kr/news/articleView.html?idxno=693742,<b>기업</b>에 대한 신뢰가 저하됐고 <b>기업</b> 시가총액은 수백억 달러 감소했다. 미국에 본사를 두고 1990년대에 <b>부실</b> 투자 전문 <b>기업</b>으로 출발한 아폴로는 현재 보험 분야나 <b>기업</b>인수 투자를 활발히 하는 회사로 알려져 있다.,"Mon, 23 Sep 2024 14:00:00 +0900"
"&quot;美 자산운용사 아폴로, '경영난' 인텔에 50억달러 투자 제안&quot;",https://www.newdaily.co.kr/site/data/html/2024/09/23/2024092300180.html,https://www.newdaily.co.kr/site/data/html/2024/09/23/2024092300180.html,데 늦었다는 점 등도 위기의 원인 중 하나로 지목된다. 미국에 본사를 두고 1990년대에 <b>부실</b>투자 전문<b>기업</b>으로 출발한 아폴로는 현재 보험분야나 <b>기업</b>인수 투자를 활발히 하는 회사로 알려져 있다. 뉴데일리 성재용,"Mon, 23 Sep 2024 13:58:00 +0900"
"&quot;인텔, 7조 수혈 가능성&quot;…몰락한 반도체 제왕의 운명은",https://view.asiae.co.kr/article/2024092310135167062,https://n.news.naver.com/mnews/article/277/0005474934?sid=104,1990년대 미국에서 <b>부실</b> 투자 전문 <b>기업</b>으로 출발한 아폴로는 현재 보험 및 <b>기업</b> 인수 분야 투자에서 명성을 쌓은 회사로 알려져 있다. 이번 아폴로의 인텔 투자 제안 소식은 인텔이 내놓은 새 경영 전략에 대한 신뢰와... ,"Mon, 23 Sep 2024 10:48:00 +0900"
"저점 노리는 <b>기업</b>의 '인텔 부활' 베팅? &quot;아폴로, 6조 투자 제안&quot;",http://news.mt.co.kr/mtview.php?no=2024092309443766757,https://n.news.naver.com/mnews/article/008/0005092267?sid=104,"블룸버그는 &quot;아폴로는 현재 보험, 인수 및 신용 전략으로 잘 알려졌지만, 원래 '<b>부실</b> 전문' 투자 <b>기업</b>으로 출발했다&quot;며 아폴로의 이번 지분투자 제안은 &quot;현재 인텔이 추진 중인 대규모 구조조정에 대한 (아폴로의) 신뢰와... ","Mon, 23 Sep 2024 10:45:00 +0900"
투기자본 국가핵심<b>기업</b> 인수 제한 장치 필요,http://www.snmnews.com/news/articleView.html?idxno=541046,http://www.snmnews.com/news/articleView.html?idxno=541046,더욱이 <b>부실기업</b>을 매입해 기업 가치를 높인 이후 이를 재 매각하는 PEF 본연의 사업영역을 벗어 났다는 비판이 많다. MBK는 기업 지배구조 개선을 명분으로 내세우고 있지만 이번 인수전은 자본시장에서의 PEF 역할에... ,"Mon, 23 Sep 2024 10:38:00 +0900"
"자산운용사 아폴로, 경영난 인텔에 6조6천억원 투자 제안",http://www.opinionnews.co.kr/news/articleView.html?idxno=105387,http://www.opinionnews.co.kr/news/articleView.html?idxno=105387,<b>기업</b>에 대한 신뢰가 저하됐고 <b>기업</b> 시가총액은 수백억 달러 감소했다. 미국에 본사를 두고 1990년대에 <b>부실</b> 투자 전문 <b>기업</b>으로 출발한 아폴로는 현재 보험 분야나 <b>기업</b>인수 투자를 활발히 하는 회사로 알려졌다.,"Mon, 23 Sep 2024 09:34:00 +0900"
"&quot;미 자산운용사 아폴로, 경영난 인텔에 6조6천억원 투자 제안&quot;&lt;블룸버그...",https://biz.sbs.co.kr/article_hub/20000192791?division=NAVER,https://n.news.naver.com/mnews/article/374/0000402773?sid=104,대한 신뢰가 저하됐고 <b>기업</b> 시가총액은 수백억 달러 감소했습니다. 미국에 본사를 두고 1990년대에 <b>부실</b> 투자 전문 <b>기업</b>으로 출발한 아폴로는 현재 보험 분야나 <b>기업</b>인수 투자를 활발히 하는 회사로 알려져 있습니다.,"Mon, 23 Sep 2024 09:12:00 +0900"
[신간] '창업경제론' 전문가가 알려주는 실전 창업,https://www.etnews.com/20240920000238,https://n.news.naver.com/mnews/article/030/0003241380?sid=103,마지막으로 △지속적인 성장을 위한 전략과 <b>기업</b><b>부실</b> 내용을 소개하고 각국의 창업 지원제도와 정책들을 요약정리했다. 저자인 최길현 박사는 “혁신기술과 아이디어를 기반으로 한 창업의 활성화는 국가 경제의 활력을... ,"Mon, 23 Sep 2024 09:01:00 +0900"
"&quot;미 자산운용사 아폴로, 경영난 인텔에 6조6천억원 투자 제안&quot;&lt;블룸버그...",https://www.yna.co.kr/view/AKR20240923024100009?input=1195m,https://n.news.naver.com/mnews/article/001/0014941197?sid=101,<b>기업</b>에 대한 신뢰가 저하됐고 <b>기업</b> 시가총액은 수백억 달러 감소했다. 미국에 본사를 두고 1990년대에 <b>부실</b> 투자 전문 <b>기업</b>으로 출발한 아폴로는 현재 보험 분야나 <b>기업</b>인수 투자를 활발히 하는 회사로 알려져 있다.,"Mon, 23 Sep 2024 08:51:00 +0900"
"&quot;자산운용사 아폴로, 위기의 인텔에 50억달러 지분 투자 제안&quot;",https://www.bloter.net/news/articleView.html?idxno=623495,https://n.news.naver.com/mnews/article/293/0000058663?sid=105,"아폴로는 보험, 기업 인수 등의 투자 분야로 유명하지만 1990년대에 출범 당시 전문 분야는 <b>부실기업</b> 투자였다. 아폴로는 올 6월 아일랜드에 있는 인텔의 새로운 제조 시설과 관련된 합작회사의 지분 49%를 110억달러(약... ","Mon, 23 Sep 2024 08:36:00 +0900"
