iter	Passed	Remaining
128	47726	322246
129	48070	321701
130	48416	321173
131	48792	320849
132	49182	320612
133	49531	320104
134	49920	319858
135	50294	319515
136	50633	318951
137	50971	318388
138	51335	317984
139	51705	317619
140	52132	317604
141	52495	317192
142	52875	316883
143	53260	316602
144	53618	316161
145	53985	315776
146	54354	315404
147	54715	314985
148	55090	314645
149	55440	314161
150	55797	313722
151	56172	313383
152	56535	312976
153	56890	312526
154	57246	312086
155	57612	311696
156	57989	311372
157	58377	311101
158	58744	310720
159	59104	310297
160	59475	309937
161	59833	309509
162	60182	309035
163	60547	308646
164	60913	308257
165	61275	307855
166	61637	307447
167	61998	307041
168	62406	306863
169	62752	306379
170	63124	306025
171	63573	306039
172	64024	306060
173	64382	305633
174	64768	305338
175	65227	305382
176	65717	305569
177	66222	305813
178	66634	305627
179	67021	305319
180	67379	304883
181	67747	304489
182	68131	304171
183	68529	303914
184	68901	303537
185	69245	303044
186	69627	302713
187	70037	302501
188	70491	302480
189	70922	302352
190	71447	302625
191	71980	302916
192	72512	303197
193	73038	303449
194	73535	303569
195	74151	304172
196	74545	303856
197	75057	304021
198	75657	304532
199	76102	304410
200	76509	304135
201	76881	303720
202	77246	303278
203	77604	302808
204	77970	302374
205	78326	301897
206	78690	301456
207	79051	301002
208	79410	300543
209	79761	300055
210	80106	299543
211	80462	299077
212	80818	298610
213	81196	298226
214	81569	297824
215	81909	297300
216	82250	296782
217	82603	296312
218	82936	295768
219	83261	295198
220	83604	294698
221	83946	294190
222	84296	293714
223	84727	293518
224	85158	293324
225	85589	293126
226	85963	292728
227	86337	292335
228	86698	291899
229	87115	291647
230	87559	291485
231	87942	291118
232	88382	290941
233	88768	290584
234	89126	290134
235	89498	289732
236	89935	289539
237	90318	289169
238	90749	288955
239	91233	288905
240	91743	288934
241	92246	288937
242	92771	289004
243	93514	289740
244	94140	290107
245	94582	289897
246	95062	289806
247	95458	289455
248	95828	289025
249	96192	288576
250	96580	288201
251	96960	287802
252	97328	287368
253	97684	286899
254	98052	286467
255	98416	286023
256	98775	285564
257	99132	285102
258	99482	284619
259	99884	284287
260	100249	283848
261	100622	283433
262	101000	283032
263	101358	282575
264	101726	282148
265	102067	281644
266	102428	281198
267	102806	280800
268	103181	280392
269	103547	279960
270	103911	279525
271	104249	279020
272	104613	278587
273	104949	278076
274	105412	277905
275	105807	277553
276	106220	277247
277	106597	276847
278	106980	276461
279	107457	276318
280	108050	276471
281	108434	276085
282	108834	275739
283	109309	275582
284	109693	275194
285	110084	274825
286	110455	274406
287	110825	273984
288	111213	273607
289	111594	273213
290	111972	272812
291	112380	272485
292	112759	272084
293	113134	271677
294	113491	271225
295	113838	270750
296	114188	270283
297	114544	269832
298	114922	269434
299	115291	269013
300	115645	268558
301	115997	268100
302	116360	267666
303	116710	267206
304	117084	266799
305	117452	266379
306	117787	265886
307	118154	265464
308	118510	265017
309	118894	264635
310	119273	264241
311	119623	263784
312	119986	263356
313	120366	262966
314	120736	262553
315	121099	262127
316	121483	261744
317	121850	261327
318	122187	260845
319	122523	260361
320	122873	259910
321	123221	259453
322	123592	259045
323	123956	258624
324	124324	258211
325	124664	257741
326	125033	257332
327	125395	256908
328	125719	256407
329	126054	255929
330	126391	255456
331	126749	255026
332	127082	254547
333	127460	254158
334	127830	253752
335	128196	253340
336	128557	252919
337	128911	252484
338	129268	252055
339	129627	251630
340	129979	251191
341	130312	250717
342	130662	250278
343	131018	249848
344	131378	249428
345	131732	248996
346	132083	248560
347	132443	248141
348	132785	247688
349	133148	247275
350	133526	246890
351	133882	246465
352	134225	246016
353	134556	245545
354	134895	245091
355	135239	244646
356	135624	244276
357	135969	243834
358	136312	243387
359	136662	242954
360	137005	242510
361	137355	242080
362	137693	241627
363	138030	241173
364	138363	240715
365	138714	240287
366	139057	239845
367	139399	239403
368	139745	238968
369	140100	238549
370	140463	238144
371	140817	237724
372	141168	237298
373	141531	236895
374	141893	236489
375	142348	236238
376	142994	236300
377	143498	236127
378	144178	236239
379	144674	236047
380	145187	235881
381	145622	235587
382	146110	235378
383	146599	235169
384	147049	234896
385	147485	234601
386	147955	234357
387	148396	234068
388	148815	233743
389	149179	233331
390	149531	232901
391	149862	232439
392	150219	232018
393	150579	231601
394	150912	231144
395	151224	230655
396	151554	230194
397	151870	229712
398	152208	229266
399	152523	228785
400	152851	228324
401	153173	227854
402	153518	227420
403	153874	227002
404	154294	226679
405	154768	226434
406	155236	226179
407	155731	225963
408	156223	225740
409	156912	225800
410	157414	225588
411	157987	225477
412	158443	225197
413	158841	224833
414	159249	224484
415	159628	224094
416	159986	223674
417	160338	223246
418	160677	222801
419	161021	222362
420	161345	221898
421	161682	221450
422	162008	220990
423	162453	220691
424	162907	220403
425	163295	220027
426	163648	219603
427	163994	219169
428	164335	218731
